Date,Open,Close,High,Low,Volume,Amount,Avg_Price,Return,Volatility,Revenue,Net Income,Gross Profit,EPS,Total Assets,Total Liabilities,Total Equity,Cash and Cash Equivalents,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Stock
2022-12-01,4343.69,4149.965,4352.465,4017.665,21499712,1233780812.0,4178.604285714286,-4.087302091723344,1.283505789839485,3572999999.9999995,671800000.0,3572999999.9999995,2.38,13969999999.999998,9367000000.0,4607000000.0,2033000000.0,881400000.0,-1913000000.0,1725000000.0,BRO
2023-01-01,4156.04,4257.29,4505.015,4091.578,26798760,1586492114.0,4316.96,2.586166389355093,1.7471654420516176,3572999999.9999995,671800000.0,3572999999.9999995,2.38,13969999999.999998,9367000000.0,4607000000.0,2033000000.0,881400000.0,-1913000000.0,1725000000.0,BRO
2023-02-01,4222.19,4096.978,4374.403,4080.778,18070733,1044110717.0,4206.701,-3.7655879679326487,1.0171407151552558,3572999999.9999995,671800000.0,3572999999.9999995,2.38,13969999999.999998,9367000000.0,4607000000.0,2033000000.0,881400000.0,-1913000000.0,1725000000.0,BRO
2023-03-01,4073.353,4188.103,4192.153,3877.643,27427497,1517435804.0,4063.169304347826,2.224200374031793,1.5064204426106786,1116000000.0,236000000.0,1116000000.0,0.83,13400000000.0,8555000000.0,4845000000.0,1943000000.0,60000000.0,-43000000.0,-121000000.0,BRO
2023-04-01,4176.628,4658.578,4679.503,4164.478,32612512,1983525772.0,4380.300368421053,11.233606241298276,0.9843817655902894,1116000000.0,236000000.0,1116000000.0,0.83,13400000000.0,8555000000.0,4845000000.0,1943000000.0,60000000.0,-43000000.0,-121000000.0,BRO
2023-05-01,4647.103,4527.29,4837.115,4494.215,22952698,1485875529.0,4693.708272727273,-2.818199029832713,1.1406210948547957,1116000000.0,236000000.0,1116000000.0,0.83,13400000000.0,8555000000.0,4845000000.0,1943000000.0,60000000.0,-43000000.0,-121000000.0,BRO
2023-06-01,4541.465,4966.715,4994.39,4485.44,25026113,1642137418.0,4731.622142857143,9.706137667346248,0.6880309260530298,2163000000.0,425900000.00000006,2163000000.0,1.5,14069999999.999998,8999000000.0,5073000000.0,2263000000.0,388500000.0,-134700000.0,-53500000.0,BRO
2023-07-01,4937.015,5075.39,5246.84,4810.79,23631449,1646084202.0,5017.475,2.188065955062868,1.1126841928480815,2163000000.0,425900000.00000006,2163000000.0,1.5,14069999999.999998,8999000000.0,5073000000.0,2263000000.0,388500000.0,-134700000.0,-53500000.0,BRO
2023-08-01,5050.415,5329.528,5361.253,5026.79,21835214,1564144506.0,5163.199086956522,5.007260525792101,0.9081284489311148,2163000000.0,425900000.00000006,2163000000.0,1.5,14069999999.999998,8999000000.0,5073000000.0,2263000000.0,388500000.0,-134700000.0,-53500000.0,BRO
2023-09-01,5344.378,5041.978,5356.528,5031.178,21057695,1529957776.0,5231.75425,-5.395412126552301,0.9370936354171144,3231000000.0,601800000.0,3231000000.0,2.12,13980000000.000002,8784000000.0,5199000000.0,2271000000.0,704100000.0,-193300000.0,-275100000.0,BRO
2023-10-01,5031.178,5022.403,5187.778,4832.053,37061001,2559078547.0,5016.0211818181815,-0.3882404881576207,1.2992130514994296,3231000000.0,601800000.0,3231000000.0,2.12,13980000000.000002,8784000000.0,5199000000.0,2271000000.0,704100000.0,-193300000.0,-275100000.0,BRO
2022-01-01,17.553,18.603,19.223,17.553,7951550,89178696.0,18.4195,6.163328197226514,1.3206421013948038,359300000.0,182000000.0,234300000.0,0.77,1248000000.0,184300000.0,1064000000.0,8876000.0,256900000.0,-14320000.0,-235500000.0,BSM
2022-02-01,18.563,19.493,19.733,18.453,7901452,93500374.0,19.14984210526316,4.7841745954953385,0.9938159263601823,359300000.0,182000000.0,234300000.0,0.77,1248000000.0,184300000.0,1064000000.0,8876000.0,256900000.0,-14320000.0,-235500000.0,BSM
2022-03-01,19.613,20.923,21.083,18.893,19374364,243850596.0,20.06604347826087,7.335966757297485,1.3783198250515831,36420000.0,-7002000.0,8217000.0,-0.06,1239000000.0,240400000.0,998100000.0,6653000.0,82580000.0,-96000.0,-84700000.0,BSM
2022-04-01,20.953,23.303,23.812,20.773,16281106,242622511.0,22.4515,11.375041820006704,1.4590649444385362,36420000.0,-7002000.0,8217000.0,-0.06,1239000000.0,240400000.0,998100000.0,6653000.0,82580000.0,-96000.0,-84700000.0,BSM
2022-05-01,23.333,23.983,24.293,21.823,14202255,216985695.0,23.03490476190476,2.9180792172681658,1.2203679506046474,36420000.0,-7002000.0,8217000.0,-0.06,1239000000.0,240400000.0,998100000.0,6653000.0,82580000.0,-96000.0,-84700000.0,BSM
2022-06-01,24.143,21.553,25.223,20.943,20786797,322956155.0,23.086809523809524,-10.132176958679064,2.2095604704997807,216800000.00000003,124800000.0,154000000.0,0.55,1273000000.0,230000000.0,1043000000.0,12160000.0,160100000.0,-145000.0,-156700000.0,BSM
2022-07-01,21.773,23.443,23.794,20.673,9208641,131258688.0,22.127,8.769080870412482,1.6471065716234845,216800000.00000003,124800000.0,154000000.0,0.55,1273000000.0,230000000.0,1043000000.0,12160000.0,160100000.0,-145000.0,-156700000.0,BSM
2022-08-01,23.313,24.053,24.885,22.043,15752001,240909844.0,23.53995652173913,2.602056050846735,1.19952078582394,216800000.00000003,124800000.0,154000000.0,0.55,1273000000.0,230000000.0,1043000000.0,12160000.0,160100000.0,-145000.0,-156700000.0,BSM
2022-09-01,23.823,23.933,24.833,22.583,12753090,199298910.0,24.06823809523809,-0.498898266328529,1.4625265533272365,433200000.0,293300000.0,337500000.0,1.33,1271000000.0,149100000.0,1122000000.0,838000.0,268600000.0,-677000.0,-275900000.0,BSM
2022-10-01,24.293,26.653,26.773,24.268,14511941,251393633.0,25.686333333333334,11.365060794718596,1.0478651155434835,433200000.0,293300000.0,337500000.0,1.33,1271000000.0,149100000.0,1122000000.0,838000.0,268600000.0,-677000.0,-275900000.0,BSM
2022-11-01,27.693,27.483,28.523,26.003,15370640,287824433.0,27.22061904761905,3.11409597418677,1.7718299022340414,433200000.0,293300000.0,337500000.0,1.33,1271000000.0,149100000.0,1122000000.0,838000.0,268600000.0,-677000.0,-275900000.0,BSM
2022-12-01,27.703,25.603,27.893,24.743,20069961,340528040.0,25.805857142857143,-6.840592366190002,1.7114703777505444,663600000.0,476500000.0,537000000.0,2.18,1271000000.0,61270000.0,1210000000.0,4307000.0,425000000.0,-1215000.0,-428300000.00000006,BSM
2023-01-01,25.373,25.013,25.962,24.143,17323326,281014837.0,24.9805,-2.304417451079954,1.6279315297798862,663600000.0,476500000.0,537000000.0,2.18,1271000000.0,61270000.0,1210000000.0,4307000.0,425000000.0,-1215000.0,-428300000.00000006,BSM
2023-02-01,24.933,24.758,25.673,24.243,16905545,268649736.0,24.809052631578947,-1.0194698756646692,0.9700261940671132,663600000.0,476500000.0,537000000.0,2.18,1271000000.0,61270000.0,1210000000.0,4307000.0,425000000.0,-1215000.0,-428300000.00000006,BSM
2023-03-01,24.693,24.898,25.208,22.618,13731549,204881805.0,24.19930434782609,0.565473786250914,1.1268249494466651,174600000.0,134400000.0,148100000.0,0.62,1272000000.0,33440000.0,1238000000.0,19150000.0,137200000.0,-1954000.0,-120400000.0,BSM
2023-04-01,25.208,25.748,26.208,24.663,8302501,135149311.0,25.512736842105262,3.41392882962488,0.9951724732365842,174600000.0,134400000.0,148100000.0,0.62,1272000000.0,33440000.0,1238000000.0,19150000.0,137200000.0,-1954000.0,-120400000.0,BSM
2023-05-01,25.908,25.073,26.413,24.058,13964270,220987980.0,25.27709090909091,-2.621562839832225,1.763442482021366,174600000.0,134400000.0,148100000.0,0.62,1272000000.0,33440000.0,1238000000.0,19150000.0,137200000.0,-1954000.0,-120400000.0,BSM
2023-06-01,25.193,25.633,26.183,25.103,6988132,111600759.0,25.648714285714288,2.233478243528886,0.5990107049583021,291600000.0,212800000.0,239000000.0,0.96,1250000000.0,37110000.0,1213000000.0,46670000.0,270400000.0,-2633000.0,-225400000.0,BSM
2023-07-01,25.643,27.423,27.433,25.113,7294152,120582049.0,26.160500000000003,6.983185737135722,0.6445169376118042,291600000.0,212800000.0,239000000.0,0.96,1250000000.0,37110000.0,1213000000.0,46670000.0,270400000.0,-2633000.0,-225400000.0,BSM
2023-08-01,27.133,27.508,27.918,26.583,11717180,203075098.0,27.226043478260863,0.3099587937133163,0.8722940427623991,291600000.0,212800000.0,239000000.0,0.96,1250000000.0,37110000.0,1213000000.0,46670000.0,270400000.0,-2633000.0,-225400000.0,BSM
2023-09-01,27.658,27.388,28.028,27.328,8432656,147260661.0,27.585,-0.4362367311327553,0.6609373307934187,401400000.0,274900000.0,315600000.0,1.23,1234000000.0,60600000.0,1173000000.0,56030000.0,387100000.0,-4946000.0,-330500000.0,BSM
2023-10-01,27.498,28.158,28.178,27.07,10268834,181366411.0,27.838454545454542,2.811450270191318,0.4866417515522827,401400000.0,274900000.0,315600000.0,1.23,1234000000.0,60600000.0,1173000000.0,56030000.0,387100000.0,-4946000.0,-330500000.0,BSM
2022-01-01,170.36,171.6,181.26,164.32,193400018,8382464344.0,173.18599999999998,0.9887005649717562,1.2333759122920995,11890000000.0,1041000000.0,8177000000.0,0.69,32230000000.0,15610000000.0,16619999999.999998,1925000000.0,1870000000.0,-1597000000.0,-95000000.0,BSX
2022-02-01,171.52,176.68,180.68,163.64,189631197,8191289808.0,173.7305263157895,2.96037296037297,2.1671862147618417,11890000000.0,1041000000.0,8177000000.0,0.69,32230000000.0,15610000000.0,16619999999.999998,1925000000.0,1870000000.0,-1597000000.0,-95000000.0,BSX
2022-03-01,176.32,177.16,180.54,163.2,186116110,8042267477.0,173.1843478260869,0.271677609237031,1.825476464215405,3026000000.0,110000000.0,2071000000.0,0.07,32340000000.0,15600000000.0,16740000000.0,325000000.0,-58000000.0,-1574000000.0,-6000000.0,BSX
2022-04-01,178.2,168.44,189.98,167.8,179841269,7969793209.0,177.28,-4.922104312485887,2.279142519091492,3026000000.0,110000000.0,2071000000.0,0.07,32340000000.0,15600000000.0,16740000000.0,325000000.0,-58000000.0,-1574000000.0,-6000000.0,BSX
2022-05-01,169.44,164.04,171.72,151.94,184511839,7400562976.0,161.08952380952385,-2.6122061268107344,2.2181560218935674,3026000000.0,110000000.0,2071000000.0,0.07,32340000000.0,15600000000.0,16740000000.0,325000000.0,-58000000.0,-1574000000.0,-6000000.0,BSX
2022-06-01,164.56,149.08,165.0,139.92,186741288,6969529478.0,150.7904761904762,-9.119726895879044,1.829523009431096,6270000000.0,370000000.0,4304000000.0,0.24,32190000000.0,14940000000.0,17250000000.0,276000000.0,249000000.00000003,-1603000000.0,-350000000.0,BSX
2022-07-01,148.88,164.2,165.7,144.6,156192095,5980624422.0,152.284,10.142205527233685,1.7934999328765115,6270000000.0,370000000.0,4304000000.0,0.24,32190000000.0,14940000000.0,17250000000.0,276000000.0,249000000.00000003,-1603000000.0,-350000000.0,BSX
2022-08-01,162.6,161.24,171.2,159.64,129746820,5366129051.0,165.5895652173913,-1.8026796589524885,1.1403783472424045,6270000000.0,370000000.0,4304000000.0,0.24,32190000000.0,14940000000.0,17250000000.0,276000000.0,249000000.00000003,-1603000000.0,-350000000.0,BSX
2022-09-01,161.28,154.92,174.06,150.98,142445736,5794838164.0,162.64,-3.919622922351784,1.6378349981662583,9440000000.0,558000000.0,6495000000.0,0.36,31950000000.0,14310000000.0,17640000000.0,338000000.0,719000000.0,-1828000000.0,-549000000.0,BSX
2022-10-01,156.84,172.44,173.32,155.16,175609564,7201537619.0,163.30857142857144,11.309062742060426,1.5891296990718011,9440000000.0,558000000.0,6495000000.0,0.36,31950000000.0,14310000000.0,17640000000.0,338000000.0,719000000.0,-1828000000.0,-549000000.0,BSX
2022-11-01,170.68,181.08,181.28,163.73,126537928,5424259662.0,171.60190476190476,5.0104384133611735,1.541371521100068,9440000000.0,558000000.0,6495000000.0,0.36,31950000000.0,14310000000.0,17640000000.0,338000000.0,719000000.0,-1828000000.0,-549000000.0,BSX
2022-12-01,182.0,185.08,191.8,179.24,122947504,5681870124.0,184.7028571428572,2.2089684117517105,1.1383084204466412,12680000000.0,698000000.0,8727000000.0,0.45,32470000000.0,14900000000.0,17570000000.0,928000000.0,1526000000.0,-2011000000.0,-548000000.0,BSX
2023-01-01,185.92,185.0,187.16,177.4,142410811,6542585204.0,183.928,-0.0432245515452844,1.0848785098120284,12680000000.0,698000000.0,8727000000.0,0.45,32470000000.0,14900000000.0,17570000000.0,928000000.0,1526000000.0,-2011000000.0,-548000000.0,BSX
2023-02-01,186.48,186.88,195.46,183.7,148229619,7004207958.0,188.9663157894737,1.0162162162162147,1.1453604756785882,12680000000.0,698000000.0,8727000000.0,0.45,32470000000.0,14900000000.0,17570000000.0,928000000.0,1526000000.0,-2011000000.0,-548000000.0,BSX
2023-03-01,187.04,200.12,200.82,184.8,189596747,9117151705.0,192.1304347826087,7.084760273972601,1.0284140233750876,3389000000.0,314000000.0,2349000000.0,0.21,32890000000.0,14780000000.000002,18110000000.0,570000000.0,190000000.0,-484000000.0,-69000000.0,BSX
2023-04-01,199.92,208.48,212.84,197.52,203355220,10434523768.0,204.99578947368423,4.177493503897645,1.158836233439254,3389000000.0,314000000.0,2349000000.0,0.21,32890000000.0,14780000000.000002,18110000000.0,570000000.0,190000000.0,-484000000.0,-69000000.0,BSX
2023-05-01,208.8,205.92,216.68,200.36,203539583,10697968592.0,210.4818181818182,-1.2279355333844943,1.358935342946529,3389000000.0,314000000.0,2349000000.0,0.21,32890000000.0,14780000000.000002,18110000000.0,570000000.0,190000000.0,-484000000.0,-69000000.0,BSX
2023-06-01,205.2,216.36,218.98,201.36,151071011,7967704532.0,210.82666666666665,5.069930069930084,1.1976293465341876,6988000000.0,584000000.0,4891000000.0,0.39,33600000000.0,15119999999.999998,18490000000.0,426000000.0,848000000.0,-1324000000.0,-26000000.0,BSX
2023-07-01,214.88,207.4,215.84,204.64,133116617,6997310849.0,210.586,-4.141246071362548,0.9553671846577496,6988000000.0,584000000.0,4891000000.0,0.39,33600000000.0,15119999999.999998,18490000000.0,426000000.0,848000000.0,-1324000000.0,-26000000.0,BSX
2023-08-01,206.28,215.76,219.96,198.76,176699369,9145579984.0,205.74260869565217,4.030858244937319,1.5226210453037623,6988000000.0,584000000.0,4891000000.0,0.39,33600000000.0,15119999999.999998,18490000000.0,426000000.0,848000000.0,-1324000000.0,-26000000.0,BSX
2023-09-01,217.04,211.2,221.52,206.16,162947394,8712403583.0,213.628,-2.113459399332596,1.1491129298620035,10520000000.0,1088000000.0,7317000000.0,0.74,34040000000.0,14910000000.0,19130000000.0,952000000.0,1546000000.0,-1521000000.0,-10000000.0,BSX
2023-10-01,209.96,204.76,215.92,193.4,199462812,10133006682.0,203.35636363636365,-3.0492424242424265,1.9768683239904428,10520000000.0,1088000000.0,7317000000.0,0.74,34040000000.0,14910000000.0,19130000000.0,952000000.0,1546000000.0,-1521000000.0,-10000000.0,BSX
2022-01-01,417.775,404.855,454.775,385.975,37864837,1753159199.0,425.615,-2.353991051939752,2.2413977979832462,11800000000.0,537000000.0,2173000000.0,2.25,16580000000.000002,9313000000.0,7262000000.0,1844000000.0,1307000000.0,-1396000000.0,286000000.0,BWA
2022-02-01,405.895,383.495,419.655,375.415,39931496,1737006425.0,402.6697368421053,-5.275962999098449,1.975942580052448,11800000000.0,537000000.0,2173000000.0,2.25,16580000000.000002,9313000000.0,7262000000.0,1844000000.0,1307000000.0,-1396000000.0,286000000.0,BWA
2022-03-01,382.535,366.615,383.095,334.215,52944899,2003015783.0,359.5576086956522,-4.401621924666554,2.684010772842566,3874000000.0,200000000.0,750000000.0,0.84,16680000000.000002,9340000000.0,7338000000.0,1501000000.0,116000000.0,-254000000.0,-195000000.0,BWA
2022-04-01,370.935,350.055,375.255,340.055,39340342,1470051318.0,354.951,-4.517000122744575,1.763081526574278,3874000000.0,200000000.0,750000000.0,0.84,16680000000.000002,9340000000.0,7338000000.0,1501000000.0,116000000.0,-254000000.0,-195000000.0,BWA
2022-05-01,348.375,379.335,381.815,339.415,50257488,1904000044.0,360.4664285714286,8.364399880018848,2.05405706764908,3874000000.0,200000000.0,750000000.0,0.84,16680000000.000002,9340000000.0,7338000000.0,1501000000.0,116000000.0,-254000000.0,-195000000.0,BWA
2022-06-01,379.895,323.735,381.975,317.415,43294704,1565231286.0,350.1845238095238,-14.657229098290426,2.568809202788543,7633000000.0,416000000.0,1462000000.0,1.75,16140000000.0,8973000000.0,7170999999.999999,1390000000.0,332000000.0,-388000000.0,-348000000.0,BWA
2022-07-01,323.415,364.455,366.455,315.015,34231177,1197090975.0,338.583,12.57818895083942,1.8235524252321385,7633000000.0,416000000.0,1462000000.0,1.75,16140000000.0,8973000000.0,7170999999.999999,1390000000.0,332000000.0,-388000000.0,-348000000.0,BWA
2022-08-01,362.375,359.735,378.135,349.735,38425565,1481205555.0,365.4184782608696,-1.2950844411518505,1.8379781536322528,7633000000.0,416000000.0,1462000000.0,1.75,16140000000.0,8973000000.0,7170999999.999999,1390000000.0,332000000.0,-388000000.0,-348000000.0,BWA
2022-09-01,356.215,309.335,375.415,307.255,40096301,1426772501.0,345.2588095238095,-14.010313147177788,2.053687582681454,9318000000.0,689000000.0,1730000000.0,2.91,16080000000.000002,9040000000.0,7037000000.0,1241000000.0,679000000.0,-686000000.0,-493000000.0,BWA
2022-10-01,312.855,358.375,361.495,309.735,42433822,1468642592.0,334.42071428571427,15.853362859036334,1.5969609199733688,9318000000.0,689000000.0,1730000000.0,2.91,16080000000.000002,9040000000.0,7037000000.0,1241000000.0,679000000.0,-686000000.0,-493000000.0,BWA
2022-11-01,361.095,399.575,405.255,343.175,44185360,1785803784.0,382.4969047619047,11.496337635158692,1.9393274070996065,9318000000.0,689000000.0,1730000000.0,2.91,16080000000.000002,9040000000.0,7037000000.0,1241000000.0,679000000.0,-686000000.0,-493000000.0,BWA
2022-12-01,400.135,381.495,404.795,371.175,35688085,1461493296.0,386.19214285714287,-4.524807608083581,1.1858229570729246,12640000000.0,944000000.0,2369000000.0,4.01,16990000000.0,9486000000.0,7508000000.0,1083000000.0,1570000000.0,-1419000000.0,-567000000.0,BWA
2023-01-01,385.895,437.735,438.615,380.375,33056745,1452851301.0,411.479,14.742001861099109,1.1661435271732927,12640000000.0,944000000.0,2369000000.0,4.01,16990000000.0,9486000000.0,7508000000.0,1083000000.0,1570000000.0,-1419000000.0,-567000000.0,BWA
2023-02-01,437.735,463.095,465.815,430.055,48106877,2353717093.0,451.153947368421,5.7934595131757805,1.2487628381225246,12640000000.0,944000000.0,2369000000.0,4.01,16990000000.0,9486000000.0,7508000000.0,1083000000.0,1570000000.0,-1419000000.0,-567000000.0,BWA
2023-03-01,463.175,453.735,469.975,421.295,46368723,2219010625.0,445.6863043478261,-2.021183558449136,1.5319016716859373,3383000000.0,217000000.0,577000000.0,0.93,17119999999.999998,9438000000.0,7679000000.000001,950000000.0,-12000000.0,-282000000.0,-90000000.0,BWA
2023-04-01,452.295,445.895,457.655,427.095,35147442,1687018628.0,445.3265789473684,-1.7278808114868929,1.0652505923934392,3383000000.0,217000000.0,577000000.0,0.93,17119999999.999998,9438000000.0,7679000000.000001,950000000.0,-12000000.0,-282000000.0,-90000000.0,BWA
2023-05-01,447.335,416.855,452.135,397.055,57361438,2598081748.0,424.88409090909096,-6.51274403166664,2.253034741165144,3383000000.0,217000000.0,577000000.0,0.93,17119999999.999998,9438000000.0,7679000000.000001,950000000.0,-12000000.0,-282000000.0,-90000000.0,BWA
2023-06-01,420.455,453.495,456.215,417.335,63444399,2968073034.0,436.5045238095238,8.789627088555974,1.7994136567091348,8700000000.0,421000000.0,1618000000.0,1.81,17320000000.0,9536000000.0,7781000000.0,848000000.0,268000000.00000003,-522000000.0,-207000000.0,BWA
2023-07-01,452.615,482.295,486.695,452.615,45368002,2071012832.0,475.323,6.350676413190892,1.1283686428921311,8700000000.0,421000000.0,1618000000.0,1.81,17320000000.0,9536000000.0,7781000000.0,848000000.0,268000000.00000003,-522000000.0,-207000000.0,BWA
2023-08-01,480.615,437.175,484.135,421.25,48360445,2004643922.0,438.855,-9.355270114763792,1.5842932534947174,8700000000.0,421000000.0,1618000000.0,1.81,17320000000.0,9536000000.0,7781000000.0,848000000.0,268000000.00000003,-522000000.0,-207000000.0,BWA
2023-09-01,437.655,434.135,449.335,427.175,38633504,1571417954.0,435.815,-0.6953737061817344,1.270573426881359,10680000000.0,471000000.0,1909000000.0,2.02,14100000000.0,8097000000.0,6007000000.0,949000000.0,444000000.00000006,-624000000.0,-194000000.0,BWA
2023-10-01,433.495,406.375,437.255,402.295,41401484,1596205401.0,420.66590909090905,-6.3943243461135335,1.2024602210989046,10680000000.0,471000000.0,1909000000.0,2.02,14100000000.0,8097000000.0,6007000000.0,949000000.0,444000000.00000006,-624000000.0,-194000000.0,BWA
2022-01-01,1804.5,1594.73,1816.29,1498.14,903823,1431311962.0,1636.847,-12.060988723152,1.6821650643400112,1605999999.9999998,291800000.0,1605999999.9999998,48.49,6954000000.000001,5161000000.0,1793000000.0,388800000.0,704300000.0,-2472000000.0,1581000000.0,CABO
2022-02-01,1582.59,1485.6,1636.83,1428.375,667821,996955772.0,1557.2894736842106,-6.84316467364382,1.5531451827029483,1605999999.9999998,291800000.0,1605999999.9999998,48.49,6954000000.000001,5161000000.0,1793000000.0,388800000.0,704300000.0,-2472000000.0,1581000000.0,CABO
2022-03-01,1478.99,1516.99,1629.24,1470.5,792747,1171833582.0,1531.7808695652172,2.112950996230478,2.010014666665846,426700000.00000006,171500000.0,426700000.00000006,28.49,6959000000.0,5023000000.0,1936000000.0,368200000.0,188700000.0,-109600000.0,-99710000.0,CABO
2022-04-01,1509.93,1218.95,1562.43,1214.41,827756,1135175616.0,1449.9855,-19.646800572185708,2.116451645865016,426700000.00000006,171500000.0,426700000.00000006,28.49,6959000000.0,5023000000.0,1936000000.0,368200000.0,188700000.0,-109600000.0,-99710000.0,CABO
2022-05-01,1223.69,1358.6,1370.895,1102.56,1455235,1677557001.0,1222.6114285714286,11.456581484064143,2.1859028794124966,426700000.00000006,171500000.0,426700000.00000006,28.49,6959000000.0,5023000000.0,1936000000.0,368200000.0,188700000.0,-109600000.0,-99710000.0,CABO
2022-06-01,1364.44,1344.82,1391.54,1215.045,1099578,1377604384.0,1313.2819047619046,-1.0142794052701245,2.252648208773931,855800000.0,240700000.0,855800000.0,40.24,6895000000.0,4990000000.0,1906000000.0,280000000.0,353100000.0,-215200000.0,-246700000.0,CABO
2022-07-01,1347.37,1432.18,1510.58,1332.49,923178,1260456831.0,1426.3715,6.496036644309289,1.8193842376166165,855800000.0,240700000.0,855800000.0,40.24,6895000000.0,4990000000.0,1906000000.0,280000000.0,353100000.0,-215200000.0,-246700000.0,CABO
2022-08-01,1428.5,1193.35,1519.7,1188.05,1034734,1348141043.0,1368.91,-16.675976483402934,2.149334493941584,855800000.0,240700000.0,855800000.0,40.24,6895000000.0,4990000000.0,1906000000.0,280000000.0,353100000.0,-215200000.0,-246700000.0,CABO
2022-09-01,1190.93,911.4,1254.49,908.79,1180285,1185073914.0,1075.485238095238,-23.626764989315785,1.7864678045717584,1281000000.0,311300000.0,1281000000.0,52.47,6931999999.999999,5035000000.0,1897000000.0,255700000.0,569800000.0,-315500000.0,-387400000.0,CABO
2022-10-01,918.9,917.78,963.525,788.79,1899047,1533854975.0,868.6728571428572,0.7000219442615752,3.0555989113740747,1281000000.0,311300000.0,1281000000.0,52.47,6931999999.999999,5035000000.0,1897000000.0,255700000.0,569800000.0,-315500000.0,-387400000.0,CABO
2022-11-01,926.62,785.49,933.25,678.92,3227418,2269320740.0,768.817619047619,-14.414129747869852,4.59934303932551,1281000000.0,311300000.0,1281000000.0,52.47,6931999999.999999,5035000000.0,1897000000.0,255700000.0,569800000.0,-315500000.0,-387400000.0,CABO
2022-12-01,790.21,773.06,838.91,735.38,1713544,1226857061.0,776.5776190476191,-1.582451718035882,2.0865896795836782,1705999999.9999998,234100000.00000003,1705999999.9999998,39.73,6914000000.0,5156000000.0,1757999999.9999998,215200000.0,738000000.0,-448300000.0,-463400000.00000006,CABO
2023-01-01,777.7,851.08,876.19,753.26,1207185,915566682.0,822.7360000000001,10.092360230771224,1.7664472554876034,1705999999.9999998,234100000.00000003,1705999999.9999998,39.73,6914000000.0,5156000000.0,1757999999.9999998,215200000.0,738000000.0,-448300000.0,-463400000.00000006,CABO
2023-02-01,847.06,754.66,923.09,743.365,1149472,876624003.0,833.8421052631579,-11.329134746439829,2.025995407408873,1705999999.9999998,234100000.00000003,1705999999.9999998,39.73,6914000000.0,5156000000.0,1757999999.9999998,215200000.0,738000000.0,-448300000.0,-463400000.00000006,CABO
2023-03-01,759.04,766.05,773.35,673.9,1462177,969198140.0,726.7530434782609,1.5092889513158123,2.318336172896589,421900000.00000006,57430000.0,421900000.00000006,10.04,6879000000.000001,5137000000.0,1743000000.0,202700000.0,161800000.0,-100700000.0,-73490000.0,CABO
2023-04-01,766.05,822.46,824.74,722.67,862221,599537908.0,758.9047368421053,7.363749102539008,2.715359855913261,421900000.00000006,57430000.0,421900000.00000006,10.04,6879000000.000001,5137000000.0,1743000000.0,202700000.0,161800000.0,-100700000.0,-73490000.0,CABO
2023-05-01,824.05,678.73,832.8,678.41,1183789,792386878.0,734.8318181818181,-17.475621914743577,1.3215817293334673,421900000.00000006,57430000.0,421900000.00000006,10.04,6879000000.000001,5137000000.0,1743000000.0,202700000.0,161800000.0,-100700000.0,-73490000.0,CABO
2023-06-01,677.06,723.98,764.34,669.6,1600156,1050980964.0,727.1328571428572,6.666863111988564,2.0616791694411463,845900000.0,112700000.0,845900000.0,19.8,6883000000.0,5115000000.0,1768000000.0,160700000.0,331400000.0,-199500000.0,-186200000.0,CABO
2023-07-01,722.9,790.84,815.9,701.36,1305051,889043946.0,750.2505,9.235061742037075,1.9838220195483605,845900000.0,112700000.0,845900000.0,19.8,6883000000.0,5115000000.0,1768000000.0,160700000.0,331400000.0,-199500000.0,-186200000.0,CABO
2023-08-01,790.64,720.42,808.15,695.242,1276982,855511225.0,735.0434782608696,-8.904456021445561,2.296293881692565,845900000.0,112700000.0,845900000.0,19.8,6883000000.0,5115000000.0,1768000000.0,160700000.0,331400000.0,-199500000.0,-186200000.0,CABO
2023-09-01,725.87,685.49,725.87,668.89,991885,619272821.0,693.4399999999999,-4.848560561894444,1.350626646893748,1266000000.0,152100000.0,1266000000.0,26.87,6912000000.0,5109000000.0,1803000000.0,239600000.0,511500000.0,-212500000.0,-274600000.0,CABO
2023-10-01,684.49,619.72,741.47,589.9,1173888,706872606.0,682.0722727272728,-9.594596565960112,1.9138563292961603,1266000000.0,152100000.0,1266000000.0,26.87,6912000000.0,5109000000.0,1803000000.0,239600000.0,511500000.0,-212500000.0,-274600000.0,CABO
2022-01-01,270.19,247.46,280.58,238.29,2801508,738998854.0,269.582,-8.079194680732504,2.130803722017335,2977000000.0,178400000.0,251100000.0,7.6,6751000000.000001,3905000000.0,2846000000.0,124100000.0,308800000.0,-630100000.0,358800000.0,CACI
2022-02-01,246.4,279.79,279.82,240.02,3597879,918294117.0,255.5252631578948,13.064737735391583,2.236606255367444,2977000000.0,178400000.0,251100000.0,7.6,6751000000.000001,3905000000.0,2846000000.0,124100000.0,308800000.0,-630100000.0,358800000.0,CACI
2022-03-01,277.57,301.26,313.52,277.57,4695584,1397555400.0,298.61434782608694,7.6736123521212285,1.7951858243279586,4561000000.0,273800000.0,376500000.0,11.67,6577000000.0,3616000000.0,2961000000.0,125100000.0,593000000.0,-653600000.0,100800000.0,CACI
